Artist	Song	Id	Aard_key	Aard_r	KS_key	KS_r	Trevor_key	Key
Annie Lennox	Into The West (Album Version)	TRYNDRN128F423C57E	C major	0.8933804972248504	C major	0.9660222313222321	G major	C major
Joseph Lamb	The Ragtime Nightingale	TRYNFYQ128F934D0EB	C minor	0.8469789412897458	C minor	0.8696214994032067	C minor	C minor
Iron Maiden	Hallowed Be Thy Name (Live)	TRYNGSQ128F147F3B7	A minor	0.7854377819589005	E minor	0.8776576436800736	E minor	E minor
The Rubettes	Sugar Baby Love	TRYNKVX128F145E3B8	G minor	0.8277916262487124	F major	0.7552681304417634	E- major	E- major
Joshua Bell;John Williams	Three Preludes/III. Allegro ben ritmato e deciso	TRYNKZU128F426D4A1	E- minor	0.8331468827508424	E- minor	0.8029810223099778	D# minor	E- minor
Jimmy Cliff	You Can Get It If You Really Want	TRYNQCQ128F931D3EF	F# major	0.8320979737043868	C# major	0.9689573570425298	D- major	D- major
Basshunter	I Miss You (Album Version)	TRYNSIB128F93016EC	D major	0.8860180585007971	D major	0.9387036421921161	A minor	D major
Dario G	Sunchyme (Album Version)	TRYNSSK128F9310E23	E major	0.7762204194307641	E major	0.9397286047314517	E major	E major
Scott Joplin	Cascades	TRYNTFS128F9333D35	C minor	0.8653194145080406	G minor	0.7419294331369736	G minor	G minor
Barry White	You're The First_ The Last_ My Everything	TRYNTJV128E078E896	F major	0.9209453874895588	F major	0.952954839432135	F major	F major
X-Press 2	Tranz Euro X-Press [Ian Pooley Remix]	TRYNTLF128F42717D7	F# minor	0.5794246044816763	B major	0.6474808980439088	C# minor	C# minor
Westlife	Fool Again	TRYNUFA128F425A361	E major	0.9560203020508407	B major	0.8334759416787009	E major	E major
Carpenters	For All We Know	TRYNUFQ128F42B9533	G major	0.8444210270982098	G major	0.9207092511876543	G major	G major
Abracadabra	Ya no quiero verte más	TRYNVJO128F931CEA6	G major	0.8620363183933107	G major	0.8684345139901581	D major	G major
Rino Gaetano	Aida	TRYNYCA128F4299A1A	C major	0.7873362293387957	C major	0.929445798951921	G major	C major
Vacuum	I Breathe	TRYNZPJ128F93466F6	E- minor	0.7646480083300432	E- minor	0.8441919600409901	D# minor	E- minor
P.Lion	Happy Children (Remix)	TRYNZRK128F9300C05	C minor	0.8667385295675112	C minor	0.9142475130388091	C minor	C minor
John Anderson	Something Borrowed_ Something Blue	TRYOCHH128F931DCD8	D major	0.9465666222979439	D major	0.938455484434817	D major	D major
La Oreja de Van Gogh	Soledad	TRYOCWX128F4278F0E	E- major	0.8862360408038613	B- major	0.8443191783667766	E- major	E- major
The Ocean Blue	Marigold (LP Version)	TRYOESA128F428221D	D major	0.8529748253107445	D major	0.7758517010721363	D major	D major
Paul Horn	Siciliano: Bach	TRYOIDU128F92E6FD0	G minor	0.949615378610349	G minor	0.875908565048677	D minor	G minor
Miguel Bosé	Sevilla	TRYOJIE128E07956F6	A major	0.842282968991809	A major	0.8181818135379779	E minor	A major
Everly Brothers	Bye Bye Love	TRYOKEO12903CE335D	A major	0.9106862746376087	A major	0.9604844422807343	E major	A major
U2	Get On Your Boots	TRYOKRN128F9321806	G minor	0.8088271883993957	G major	0.7286991793175941	A minor	A minor
Graham Parker	Back Door Love	TRYONMR128F4283721	C major	0.855669458418907	C major	0.9333652641901453	G major	C major
Siobhan McCarthy	Winner Takes It All	TRYONRK128E07922EF	C# major	0.8648654651627344	C# major	0.8971446704126429	B- minor	C# major
New Order	Blue Monday	TRYONYK12903D0611A	D minor	0.6607430967253922	D minor	0.8121102106350142	F major	D minor
Miles Davis	Stella By Starlight	TRYOPKY128F42610A0	B- major	0.9324158471745727	B- major	0.9391982806243889	B- major	B- major
The Bangles	Something That You Said (Jeremy Wheatley Radio Mix/Edit)	TRYOQEN128F4255BED	F# major	0.7747491259175668	F# major	0.8045392397105887	F# major	F# major
Felicia Brandström	Put your records on	TRYORIM128F931A3EB	F# minor	0.7658509065247817	A major	0.9069553868983264	A major	A major
Vern Gosdin	There Ain't Nothing Wrong (Just Ain't Nothing Right)	TRYOUEU128F92C321D	D major	0.9258390690832955	D major	0.9724360689548139	G major	D major
Johnny Beast	Maniac	TRYOUFE12903CE47B2	E minor	0.8204513609615909	E minor	0.9415652374431377	G major	E minor
Alex	Jolagledin	TRYOUXC128F92E7D9F	B minor	0.8979523224628777	B minor	0.8775354372405901	F# minor	B minor
Steve Helms	What's It Gonna Take	TRYOXJH128F930657F	G major	0.8701333705945615	G major	0.9464809003171075	G major	G major
Lustral	In My Life (Matzo Remix)	TRYOYIC128F424F184	E minor	0.8613999278522214	B minor	0.7826961760865595	D major	D major
Lola Ponce	I Can Do It	TRYOYLT128F42A4FD0	F# minor	0.5794246044816763	B major	0.6474808980439088	C# minor	C# minor
The Temptations	Ball Of Confusion (That's What The World Is Today)	TRYPBGM128E0792032	F major	0.6285435662595729	C major	0.8039295553926903	G minor	G minor
		Series([], Name: Id, dtype: object)	E major	0.8481884338911369	E major	0.9657187815084619	E major	E major
Nine Inch Nails	Piggy	TRYPEFP128E079275B	E minor	0.7531010537761039	E major	0.6677207764556835	E minor	E minor
Divine Inspiration	The Way (Put Your Hand In My Hand)	TRYPFSV128F92CA4CB	F major	0.8335943039662701	F major	0.9175137881791888	D minor	F major
Clannad;Ciarán Brennan;Anto Drennan;Vinnie Kilduff	Loch Na Cailli	TRYPFTV128F425A356	G minor	0.8581605915167727	D minor	0.8420354045716036	D minor	D minor
Gerry & The Pacemakers	You'll Never Walk Alone	TRYPHMZ128F92EF9CA	C major	0.912997336957805	C major	0.9509745039023983	E minor	C major
Passion Pit	The Reeling	TRYPJVB128F93210C9	E- major	0.8582324144071171	E- major	0.918507745001748	E- major	E- major
León Gieco/Pete Seeger	La Cigarra	TRYPLPW128F146B3F7	D major	0.8947990092873898	D major	0.8882894610078258	D major	D major
DJ Silver	Wardance	TRYPNNN128EF348B10	B major	0.8774878784707035	B major	0.9396333199062883	F# minor	B major
Steve Helms	Lyin' Here	TRYPOMY128F930657D	F major	0.8514044067916836	F major	0.9691439648939206	C major	F major
My Chemical Romance	"You Know What They Do To Guys Like Us In Prison (BBC Radio 1 ""The Lock Up"" Version)"	TRYPQRR128F4231764	D major	0.8786019748707782	D major	0.9260956003280532	D major	D major
Neil Diamond	Cracklin' Rosie	TRYPUDL128F1456C0C	F# major	0.8187329640844995	F# major	0.8251712187006393	C# major	F# major
Hollywood Studio Orchestra	"Any Dream Will Do (from ""Joseph And The Amazing Technicolor Dreamcoat"")"	TRYPWNH12903CAB3EF	C major	0.9028013548089109	C major	0.9572544551623495	G major	C major
Costa Cordalis	Rhythmus Der Nacht (Maxi)	TRYPWPI128F4274C1C	F minor	0.8085101622859199	C minor	0.9355373608623879	A- major	A- major
They Might Be Giants	Turn Around (LP Version)	TRYQAAZ128F4241A08	A major	0.9276509732021619	A major	0.9462848195697435	C# minor	A major
The Rainbow Orchestra	Baker Street	TRYQGUC128F42871CC	G major	0.7721101550267593	G major	0.7980889499368767	D minor	G major
Treacherous Three	Turn It Up	TRYQHXJ128F92FDC76	A minor	0.7770765558204537	E minor	0.7590556663382259	E minor	E minor
Tom Wax	Mechanical Slavery (Eric Sneo RMX)	TRYQICM128F14A0F5D	F major	0.8245689311621076	C major	0.8774595486877812	G major	G major
Amanda Marshall	Believe In You	TRYQJNB128F92FD544	G major	0.8583882442399448	G major	0.8948164618069809	G major	G major
Beau Dommage	Ginette (2004 Digital Remaster)	TRYQJZM128F4253B6E	D major	0.8464439242159695	D major	0.845866562661955	A major	D major
Madleen Kane	Couldn't Find A Better Way For Saying Good-bye	TRYQMUZ12903D06F33	C major	0.8751186077341492	C major	0.8692026200364863	C major	C major
Chris Young	Rainy Night In Georgia	TRYQMXV128F9343439	D major	0.8317986694582276	D major	0.9323386442068522	D major	D major
Artist	Song	Id	Aard_key	Aard_r	KS_key	KS_r	Trevor_key	Trevor_key
Oliver Onions	Whistles And Bells	TRYQOHG128F427815F	C major	0.9213575778004007	C major	0.884125732591807	C major	C major
La Banda Del Capitan Canalla	Que Difícil Es Hacer El Amor En Un Simca 1000	TRYQPFB128F427DD44	F major	0.7764998882235892	C major	0.9522686486724339	C major	C major
Paul Cardall	Less Complicated	TRYQQFZ128F422ABE7	C major	0.9033234261133755	C major	0.9647065684662991	E minor	C major
By The Tree	Any Other Way (LP Version)	TRYQRKV128F148429E	A minor	0.8087603711094566	C major	0.9066910074363803	C major	C major
Freddie Mercury And Montserrat Caballe	Barcelona	TRYQSSL128F14580A6	E- major	0.8578440596186283	E- major	0.9437120353930007	A- major	E- major
GRAVEWORM	Drowned In Fear	TRYQZRP128F424CA04	E minor	0.9172587789197308	E minor	0.9030212761188046	A minor	E minor
Edwin Starr	Just Another Fool In Love	TRYRFTE128F92E06E0	G minor	0.8155378213260523	C major	0.7334140200479609	G minor	G minor
Carole King	It's Too Late	TRYRHUH128F427F0B8	A minor	0.8390902094777573	A minor	0.9135623560901314	C major	A minor
Van Halen	Dreams (Album Version)	TRYRIGS12903CEF7A2	C major	0.9321705698135571	C major	0.851795928648807	C major	C major
Andrew Gold	Final Frontier (LP Version)	TRYRLPF12903C9AB74	F major	0.8595094607300984	C major	0.9515219151374287	C major	C major
Kenny Blake	Babylon Sisters	TRYRMJF12903CF5E36	B- major	0.7977232482170475	B- major	0.7395709415524578	B- major	B- major
Gladys Knight & The Pips	Midnight Train To Georgia (Single Edit Version)	TRYROSM12903CB23CE	C# major	0.8922280155082171	C# major	0.9145083934162159	A- major	C# major
Ronnie Laws	What Does It Take (To Win Your Love) (2004 Digital Remaster)	TRYRPFS12903CD2E65	G minor	0.8930917120171191	G minor	0.8487758877402031	B- major	G minor
Miguel Gallardo	Como Un Gondolier	TRYRREK128F93480BC	C major	0.9085950296607513	C major	0.9090199902468801	F major	C major
Razz	Born Crazy	TRYRSCZ128F92C5BF4	B- minor	0.8115752465572817	B- major	0.8360494934062241	B- minor	B- minor
Kool & The Gang	Get Down On It	TRYRWQI128F930460F	G major	0.8950546610636527	G major	0.8395577913667316	C major	G major
The Cheeky Girls	Take Your Shoes Off	TRYSEEN128F92D4C0B	F# minor	0.8105907510719277	A major	0.8728575289453254	A major	A major
Children Of Bodom	Intro	TRYSEGN128F421CDDD	B- major	0.8337013061757946	F major	0.868147726525176	D minor	D minor
Raashan Ahmad	We Can	TRYSEXI128F93347B5	F major	0.8821198129750412	C major	0.7337812717873182	C major	C major
Andy Caldwell	What Do You Feel featuring Femke	TRYSGTV128F930EAA4	C# major	0.8528227301650877	C# major	0.9364119032191818	G# minor	C# major
Ashford & Simpson	Send It (Album Version)	TRYSJGB128F4267FE1	F major	0.9129948512664323	F major	0.9564823870169412	A minor	F major
Mani Spinx	The Sailors	TRYSJZG12903CE442F	C# minor	0.9371124632341387	C# minor	0.8122145944331888	E major	C# minor
Ebru Gündes	Tek Tabanca	TRYSKBY128F92E415F	G# minor	0.8858030511758722	E- minor	0.6993664694890895	D# minor	D# minor
Dr. Hook	When You're In Love With A Beautiful Woman	TRYSQGU128F1459361	A- major	0.8473453772220366	A- major	0.9669268726007346	A- major	A- major
Appendix	Bare Vent	TRYSSFT12903CC5BEC	B- minor	0.8235567412197082	B- minor	0.9446663024777775	B- minor	B- minor
Wet Wet Wet	Julia Says	TRYSUKL128E0783F65	B- major	0.7610906417890523	B- major	0.9131335590819921	B- major	B- major
LU-LU	Hula Hoop Dance Rmx	TRYSXFX128F93404B7	A- major	0.9146591398793738	E- major	0.8284733387089208	C minor	C minor
Mordecai Shehori	Sonata in A-flat major_ K. 127 (Scarlatti)	TRYSYLW128F4258116	A- major	0.9167387608259947	E- major	0.9415015116622492	A- major	A- major
Marco Paulo	Café Da Manhã	TRYSYUQ128F426CD05	F# minor	0.8697639360795659	A major	0.8523342797510203	B minor	B minor
The Rainbow Orchestra	The Colour Of The Wind	TRYTBMY128F42873C5	B major	0.8888765966353096	B major	0.8882809377202677	B major	B major
Tasmin Archer	Sleeping Satellite	TRYTDVM128F4298393	F minor	0.8444964296518218	F minor	0.7892502687255094	F minor	F minor
Buddy Holly	Rave On	TRYTEGY12903CA0D77	G major	0.8972958634312307	G major	0.9970534873409762	D major	G major
Lesley Gore	It's My Party	TRYTIYA128F92D3FCA	A major	0.7661600644636676	A major	0.9490271067953899	A major	A major
Outerspace	The Boiling Point	TRYTKON128F4288965	B minor	0.6041338393530885	B minor	0.615843231305751	E major	B minor
Winx	Don't Laugh (David Tort Remix)	TRYTLBX12903CBC871	E major	0.9170074277369444	E major	0.9355057708374853	E major	E major
Jens Lekman	Sipping On The Sweet Nectar (Ultracity Aniara Instrumental)	TRYTPCU12903CC9F2B	A- major	0.8844781877678426	A- major	0.7759609350306966	F minor	A- major
Ludovico Einaudi	In Un'Altra Vita	TRYTRLN128F42931B2	A minor	0.8789450487774662	A minor	0.9174889392519552	A minor	A minor
The Cure	Love Song	TRYTRUZ128F42340A0	C major	0.8767949062176437	G major	0.7520806754385864	A minor	A minor
Eddie Sierra	TN a las 7 HS	TRYTSTF128F9341071	B- major	0.8055326903448303	F major	0.8092637242993187	D minor	D minor
The Moody Blues	For My Lady	TRYTUKY128F148C41E	C major	0.977199448159667	C major	0.8364418998064639	D minor	C major
The Warren Brothers	Just Another Sad Song	TRYTVFQ128F931511E	A major	0.8813512311253641	A major	0.9264353473860631	A major	A major
Ray Okpara	Tru crowd	TRYUBVT12903CEB46D	F major	0.7031013968764976	C major	0.8590860326910402	C major	C major
Floyd Cramer	Blue Bayou	TRYUFNY128F428EA8B	C major	0.87826720901812	C major	0.9677106905109049	G major	C major
Collin Raye	Little Rock (Live with the Salt Lake Symphony)	TRYUGTK128F42701DD	C major	0.8769707797386983	C major	0.9390510812378281	F major	C major
Madonna	Like A Virgin (Extended Dance Remix)	TRYUGVP128E0798D22	F# major	0.8534064359863281	F# major	0.803434512904809	F# major	F# major
Spinners	Rubberband Man	TRYUHKV128F1497C2A	F minor	0.7574021942164111	F minor	0.7478028457547589	F minor	F minor
Hipsway	Keepin' It Together	TRYUJNI128F4263C6B	B minor	0.831925573624342	B minor	0.9390541808793285	F# minor	B minor
Octagen and M.I.D.O.R	Non Physical	TRYUPQV128F933E57B	C minor	0.8865395302185295	C minor	0.7922734910429239	E- major	C minor
Andrew Gold	All I've Got To Do	TRYUQSF128F930655B	A major	0.8086691149412389	C# minor	0.9202473457346729	E major	E major
Pitbull	I Know You Want Me (Calle Ocho) (Extended Mix)	TRYURIO128F930BE9C	D minor	0.766533547271193	D minor	0.9189269526893051	A minor	D minor
Keith Hudson	We Can Work It Out (2002 Digital Remaster)	TRYUTAR128F14657A0	C# major	0.8836143756045814	C# major	0.8951347945145876	A- major	C# major
Niccolò Fabi	È Non È	TRYUUOG128F4259D86	C major	0.882587408017778	C major	0.8207967115525604	E- major	C major
Bananarama	Love Comes	TRYUVJD128F9345163	A minor	0.8391757090532661	G major	0.7765081915004889	A minor	A minor
Coldplay	Fix You	TRYVBMA128E0789D39	E- major	0.8984453652040184	E- major	0.9435485552256555	G minor	E- major
Berlin Symphony Orchestra	Concerto for Piano and Orchestra No. 24_ KV 491 in C Minor: Allegretto	TRYVCOL12903CAC9B2	C minor	0.8717080979809998	C minor	0.8868122892951801	G minor	C minor
Béla Fleck	Two-Part Invention No. 13 (BWV 784)	TRYVCYU128F4266DA5	A minor	0.9740267853212619	A minor	0.8399655816054378	A minor	A minor
Stone Temple Pilots	Meatplow (LP Version)	TRYVFYV128F9341A5C	E minor	0.5491047736148944	C major	0.49154133628258095	E minor	E minor
George Nooks	What A Friend	TRYVHVH128F9358F12	A- major	0.9310360865805013	A- major	0.9143221734414573	A- major	A- major
Euge Groove	Don't Let Me Be Lonely Tonight	TRYVJIX128F427490B	D major	0.9085548113050219	D major	0.8681610326464515	A major	D major
Olga Tañon	Mentiras	TRYVJUR128F42328AE	E major	0.902981354993377	E major	0.855816364187807	E major	E major
Deja Vu	Gloom	TRYVMME128F42998C6	E minor	0.846816158479463	B minor	0.7868538353813754	D major	D major
Haddaway	"What Is Love (12"" Mix)"	TRYVMUS128F42A154B	B- major	0.7407257751137499	F major	0.7973793650748903	B- major	B- major
Mariah Carey	Sent From Up Above	TRYVPUK128F4278273	A minor	0.743745370027237	A major	0.8505923403705103	E minor	E minor
Mariano Yanani	Buffalo Soldier	TRYVPZM128F42450A5	A major	0.8073085949182477	A major	0.926244768904856	C# minor	A major
Michael Bolton	Time_ Love And Tenderness	TRYVQYM128F4262D06	E major	0.8314203896260953	E major	0.7471300674045476	E major	E major
Urban Cookie Collective	The Key_ The Secret 2005 (Mat Bradshaw's Retro Re-Rub Edit)	TRYVWCB128F147D654	C minor	0.7657256731839612	C minor	0.812029030338359	G minor	C minor
Solomon	"Piano Sonata No. 14 in C sharp minor Op. 27 No. 2 ""Moonlight"" (2008 Digital Remaster): II. Allegretto"	TRYWAGR128F42699CA	C# major	0.9436018901483746	C# major	0.9627463752498073	D- major	C# major
Michael Franks	Popsicle Toes (Remastered Album Version)	TRYWBQK128E07854CE	D major	0.6911751663355721	A major	0.5823740040255592	E minor	E minor
Arque	No Regret	TRYWDAE128F932CB63	A minor	0.7402392785819627	A minor	0.8775213069263392	A minor	A minor
George Jones	It Is No Secret	TRYWDLF128F428C375	C major	0.9495781029665301	C major	0.9586683619413305	E minor	C major
Big Fun	Blame It On The Boogie	TRYWDQW12903D0CC69	F major	0.8024118101912492	C major	0.7862652378129881	C minor	C minor
Creedence Clearwater Revival	Down On The Corner	TRYWDSX128F1489883	C major	0.8628224418265497	C major	0.9273666602386705	C major	C major
Counterstrike	Fear Generation	TRYWGDO128F92C5B81	C# major	0.4269614474179437	A- major	0.5717139210667893	A- major	A- major
Speedstar	Someday	TRYWHIF128F4258B7E	A major	0.7930193707781145	A major	0.9547969905080459	A major	A major
Europa 51	Free Range Corona	TRYWJBC128F92FA09B	D major	0.8090608541702434	D major	0.9460432510833934	A major	D major
Oryon	Vocal Intro	TRYWJBF128F4232D41	A major	0.9148392680579025	A major	0.8697693393887711	A major	A major
Flamin' Groovies	I'll Feel A Whole Lot Better	TRYWMON128EF35A2AE	D major	0.7201789216876586	A major	0.8857638999428662	E major	E major
Amanda Jenssen	I Choose You	TRYWMYW12903D139C3	F major	0.8514100274758583	C major	0.9285805723531388	C major	C major
Pet Shop Boys	Heart (2001 Digital Remaster)	TRYWQZA128E0782FFB	A minor	0.8779446193754693	A minor	0.8081599100828265	A minor	A minor
Salsaloco De Cuba	Chica De Ipanema	TRYWRVR128F92EF243	D minor	0.7406125371155131	F major	0.729868976755258	F major	F major
Meat Loaf	Heaven Can Wait (Live) (2006 Digital Remaster)	TRYWRWQ128F425E5DD	C major	0.869025388610083	G major	0.9609832605096458	G major	G major
The Lovin' Spoonful	Lonely	TRYWVOG128F931F7C8	A minor	0.9080783051657358	E minor	0.7553862016426091	G major	G major
BlackHawk	One Love	TRYWVRL128F42650C1	F major	0.8917792635950264	F major	0.9387846136865946	F major	F major
Grandmaster Flash	White Lines (Long Version) (Re-Recorded / Remastered)	TRYWXBC128F9301D01	C major	0.7900092918731344	G major	0.9587983625264418	D minor	D minor
Tomi Swick	"Stalled Out In The Doorway (+ hidden track ""For Anyone You Love)"	TRYWYKU128F14A949F	A- major	0.841240489538949	C minor	0.8994680504258323	F minor	F minor
Summer At Shatter Creek	Home for the Holidays	TRYWZQQ12903CB245C	D major	0.8838554264397753	D major	0.8578466226793893	F# minor	D major
Reflex	Free Me	TRYWZRK128F932AED0	B minor	0.8522108663558111	B minor	0.9339205955554166	B minor	B minor
Al Bano And Romina Power	Liberta - Production '90	TRYXADR128E078767A	A minor	0.8170623721167428	E major	0.7053571779899706	C major	C major
Gary Puckett & The Union Gap	Woman_ Woman	TRYXIVA128F426E751	B minor	0.8141954959524919	A major	0.775365951865346	A major	A major
Malú	Aprendiz	TRYXJMK128F92E17D4	A minor	0.927238663813914	A minor	0.8857463296995273	A minor	A minor
Millencolin	Knowledge	TRYXKWP128F4289F44	F major	0.7347115409030552	F major	0.7563258683077606	C minor	F major
Ron Hall & The MuthaFunkaz Feat. Marc Evans	The Way You Love Me	TRYXLDJ128F422B982	D major	0.953494110899319	D major	0.9150518283112123	D major	D major
The Shields	You Cheated	TRYXNKJ128F93309F9	B major	0.9115430564007524	B major	0.8881393203166168	B major	B major
Geri Halliwell	It's Raining Men (Radio Edit)	TRYXNOB128F934B60B	F minor	0.8662230258148114	F minor	0.902837859795388	F minor	F minor
Fabio Concato	A Dean Martin	TRYXPMZ128F92FCE49	E minor	0.8952602334477915	E minor	0.9390947095296618	E minor	E minor
Talk Talk	It's My Life	TRYXSYH128F93510D2	F major	0.8199618692251074	F major	0.8252747776294705	B- major	F major
Uniting Nations	Feels Like Heaven	TRYXXZH128F428C99A	F major	0.8164592795489303	D minor	0.7108302110324446	F major	F major
Boots Randolph	Bridge Over Troubled Water	TRYXYFJ12903CBECD4	E- major	0.8390381616397597	E- major	0.9749007144824363	G minor	E- major
KT Tunstall	Another Place To Fall (Radio Version)	TRYYACB128F146BE6A	E minor	0.8300549782816713	E minor	0.7913699177516337	E minor	E minor
Richard Souther	The Angels	TRYYBEH128F426C5F8	F major	0.7919827283340292	C major	0.90630304142399	G major	G major
Artist	Song	Id	Aard_key	Aard_r	KS_key	KS_r	Trevor_key	Trevor_key
The Rubettes	Juke Box Jive	TRYYDPB128F145E3C0	A major	0.8907038981044454	A major	0.8611054128410524	F# minor	A major
Electrixx	Turn Around Baby	TRYYEKL128F4229AD0	B minor	0.8270853288680067	B minor	0.9403435581865446	D major	B minor
Lesley Garrett;Ivor Bolton;Britten Sinfonia	Ave Maria	TRYYEXF128F428461B	B- major	0.7090124335851865	B- major	0.894455853769209	B- major	B- major
Sonny Boy Williamson	Help Me	TRYYFKJ128E0791CEA	F minor	0.882765114642488	F minor	0.9232904444149689	A- major	F minor
Neil Diamond	Sweet Caroline	TRYYFRO128F426AF4F	A major	0.9265333369739696	A major	0.9504566170019281	B minor	A major
Miranda	Cuarenta Y Veinte	TRYYGAS128F4271781	F minor	0.8990181204374799	C minor	0.762956393738676	C minor	C minor
David Ball	Going Someplace To Forget (Album Version)	TRYYHOC128F931104E	G major	0.8910113891656368	G major	0.9885600904109261	G major	G major
François Feldman	Slave	TRYYLSM128F42B7BD0	F# minor	0.8826887406189337	F# minor	0.8404826784602162	C# minor	F# minor
Monica	Knock Knock	TRYYMCI128F9333CEC	A major	0.8225483229451709	A major	0.8991281026289112	A major	A major
Cherish	Superstar	TRYYMHA128F428E8BA	E major	0.8383906638158918	B major	0.9387626398374593	E major	E major
Alicia Keys	Empire State Of Mind (Part II) Broken Down	TRYYMYX12903CA7DFA	F# major	0.798654795869301	F# major	0.9084316108647148	F# major	F# major
Erasure	A Little Respect (Avantara Remix Radio Edit)	TRYYOQU128F9333B2F	C major	0.8355056368621262	C major	0.9361830033136328	G major	C major
Josie Cotton	Bye Bye Baby (LP Version)	TRYYQYO128F14A545D	G major	0.838272813469534	G major	0.9793727446377366	C major	G major
Sandie Shaw	Rose Garden (2004 Digital Remaster)	TRYYRJF128E078647E	C major	0.948425831099397	G major	0.8438453698230111	C major	C major
Disturbed	God Of The Mind (Album Version)	TRYYZIS12903CE0157	A major	0.7718225036111953	C# minor	0.8119891878029446	E major	E major
Söhne Mannheims	Geh davon aus ... (Live Version)	TRYZGHO128F1493F7B	A minor	0.8772582241675912	E minor	0.8314848054122659	C major	C major
Boney M.	Dreadlock Holiday	TRYZGYT128F92C1C66	E- major	0.7544341082740614	E- major	0.8106177379555022	B- major	E- major
iio	Smooth (Bailey's Cream Mix)	TRYZHWY128F4267BB7	E- minor	0.5835372280757822	B- minor	0.5582940739481471	B- minor	B- minor
ATFC featuring Yasmeen	Tell U Y [DISCO 09 Re-Flip]	TRYZKII128F9309329	B major	0.8306284759359582	E- minor	0.8935029093931577	F# major	F# major
Mica Paris	I Never Felt Like This Before	TRYZLNW128E0784932	F minor	0.7902996967428898	F minor	0.839778909765848	F minor	F minor
Fuel	Million Miles	TRYZLWJ128F427C428	E- minor	0.8148871143481865	E- major	0.7882983647264179	D# minor	D# minor
My Chemical Romance	Helena (So Long & Goodnight) (Album Version)	TRYZMOC128F423E58D	E major	0.9341913821581379	E major	0.9285890916737041	E major	E major
Malú	Hoy Desperté	TRYZUKN128F92E17D9	E- major	0.8500815996778722	G minor	0.9156598487056055	C minor	C minor
The Rolling Stones	Angie	TRYZUSO128F42BA4E2	A minor	0.9287022537458609	A minor	0.8160132072593418	A minor	A minor
Red Hot Chili Peppers	Californication (Album Version)	TRYZVGG128F146D706	A minor	0.8191829002307693	A minor	0.9444480194326692	A minor	A minor
Heikki Silvennoinen	Magic Carpet Ride	TRYZWCU128E078C211	G major	0.7900869416800088	G major	0.9476034301151198	D major	G major
Kylie Minogue	The One (Album Version Edit)	TRYZXVD128F4256BB1	B minor	0.8494399186573832	B minor	0.9197622723166815	A major	B minor
Shawn Mullins	Lullaby	TRYZYCY12903CD0B4C	C major	0.8635518204456178	G major	0.9296075943479818	G major	G major
Cygnus X	Positron (Original Mix)	TRZAABG12903CBB997	C major	0.8670914017936776	C major	0.9591125638294159	G minor	C major
Booty Callers	Supernova	TRZAACC128F935028B	G major	0.8190771763291397	G major	0.9638653295275146	G major	G major
Halestorm	Better Sorry Than Safe (Album Version)	TRZADBY128F93053EE	A- major	0.9388091809946465	A- major	0.8948930042010895	E- major	A- major
Rene Froger	For A Date With You	TRZADRA128F4263A70	F minor	0.8957369909621788	C minor	0.780673139708662	C minor	C minor
Shiny Toy Guns	Rainy Monday (Hervé Remix)	TRZAHVW12903CD83AD	D minor	0.8236986175545742	C major	0.7613898210442476	F major	F major
Audiovent	When I Drown (album version)	TRZAIFI128F427D4B4	A minor	0.8980809562850388	A minor	0.9205553170951395	G major	A minor
Jean-Jacques Goldman	En Passant	TRZALVP128F92FD5FD	C major	0.8539494051394662	C major	0.9359887994394516	C major	C major
Asylum Street Spankers	Stick Magnetic Ribbons on Your SUV (Bonus Track)	TRZAMMS128F92F7B94	F major	0.9543983451408414	F major	0.8317842111151557	F major	F major
Brasco	Autobahn (Klump Mix)	TRZAPHW128F932796D	B- minor	0.7843723075830982	B- minor	0.9443797536192138	B- minor	B- minor
Boney M.	El Lute	TRZARJN128F42BC8F8	G major	0.9295470753881148	G major	0.977418991280226	E minor	G major
Michael Learns To Rock	Sleeping Child (Special Remix)	TRZAVPY128F145F4CF	D major	0.8891437519393323	D major	0.9214440162642972	D major	D major
Malu	Seemann (Deine Heimat ist das Meer)	TRZBCQB12903CA54BA	F major	0.8799660071915522	F major	0.9641685726823654	G minor	F major
Phil Collins	Another Day In Paradise (Live)	TRZBDHW128F14805B0	F minor	0.8576649527589969	F minor	0.8238016751294169	F minor	F minor
Cardio Workout Crew	When Love Takes Over (as made famous by David Guetta & Kelly Rowland)	TRZBEEF128F933F442	B major	0.7344604044418582	F# major	0.8821572379316941	C# major	C# major
Christos Fourkis	Magic Bird	TRZBGEV128F92F3953	A minor	0.9120220819330164	A minor	0.943767102020603	E minor	A minor
Anita Ward	I Love The Night Life	TRZBHYY128F424A922	C major	0.8537074943712102	C major	0.8688417929974918	C major	C major
The Pop Hit Crew	You Could Be Mine	TRZBIQL128F93075B1	F# minor	0.8453039791028054	F# minor	0.8821034290265638	E major	F# minor
Danny & The Juniors	At The Hop	TRZBJFU128F423E5AD	A- major	0.8683607134365366	A- major	0.9758029972708002	A- major	A- major
RONNIE RONALDE	Ballad Of Davy Crockett	TRZBMIX128F1483B86	F major	0.9388994653679983	F major	0.9620324908833994	A minor	F major
Smash TV	Look At The Screen	TRZBNBA128F423AE21	E minor	0.7142182287499125	E major	0.85982835513762	A major	A major
