Artist	Song	Id	Key
Underworld	Beautiful Burnout	TRUMRUP128F423C161	E_minor
Eddie Money	Life For The Talking	TRUMUWK128F4267F24	Eb_major
Pedro Khima	O gesto que é meu	TRUMVKF128EF34ACFB	G_major
Will Young	Evergreen	TRUMXRU128F92F168F	C_major
Danny & The Juniors	At The Hop	TRUMXYU128F9338517	Ab_major
Avril Lavigne	Alone	TRUMYSI128F42BC965	E_minor
The Sea Urchins	Summershine	TRUNATG128F427F144	G_major
Pure Pleazure	My Final Goodbye (Accapella)	TRUNBEK128F422EAAA	F_major
Mal	Pensiero D'Amore	TRUNDCQ128F42841B5	C_major
The Bar-Kays	Anticipation	TRUNDFC128F145A3F0	G_minor
Antonio Vivaldi	The Four Seasons_ Summer_ Op. 8/2: 2nd Mvt: Adagio	TRUNDUY12903CA241D	G_minor
Nut	Donde acabo yo  y donde empiezas tu	TRUNEIK128F422DB92	C_major
Artist Unknown	Hidden	TRUNPGR128F92E794D	A_major
Cheryl Cole	Fight For This Love	TRUNQFP12903D08475	E_minor
Satsuma Headz	Duvel	TRUNRBN128F932B3CF	A_minor
Brian Littrell	Over My Head	TRUNRTQ128F42AFD62	E_minor
Michael Bublé	Put Your Head On My Shoulder (Album Version)	TRUNSXQ128E078B97D	F#_minor
Tosch	Crazy Vinylist	TRUNUAN12903D00515	C_major
Myron Floren	Sleigh Ride	TRUNVNJ128F930D0AF	Bb_major
Martin Jones	Irish Tune From County Derry	TRUNWED128F422A12C	Bb_major
Air Supply	Even The Nights Are Better	TRUNWEX128F428B57E	D_minor
Florian Silbereisen	Floris flinke Finger	TRUNZAX12903CC7F5A	F_major
John Anderson	One Shot Deal	TRUOAVS128F931DD56	E_major
Neil Diamond	September Morn	TRUOFFK128F426301E	C_minor
Blink-182	The Rock Show	TRUOGAU128E0780EFD	A_major
Robert Shaw;Judith Raskin;Florence Kopleff;Richard Lewis;Thomas Paul;Robert Conant;Robert Arnold	Messiah/Part the Second/No. 44 Chorus: Hallelujah	TRUOGPG128F428F861	A_major
Margo Smith	You Light Up My Life	TRUOIPK12903CAB41E	F_minor
DJ Bobo	Superstar	TRUOKUK12903CE0BE6	F_minor
Bill Justis	Raunchy	TRUOLWT128F9311D97	A_minor
Sasha	Chemical Reaction - K.K. Good Vibrations Mix	TRUOMEJ128F14732A7	A_major
Alice In Chains	No Excuses	TRUOMPF128F92F76E1	C_minor
Eurythmics	Sweet Dreams (Are Made Of This)	TRUONWL128F425F670	C_minor
Marmoset	I'm Always Too Late	TRUOQFH128F14A9210	E_major
Mario Ochoa	Lunatic	TRUOTXK128F9300509	A_major
Gyptian	Love Against the Wall	TRUOVIF12903CE1E13	E_major
George Strait	Lovesick Blues	TRUOWWT128F14956A4	E_major
Carpenters	Rainy Days And Mondays	TRUPAFF128E0793731	Eb_major
Mylène Farmer	Plus Grandir	TRUPAMN128F148BFCA	C_minor
The Fortunes	Here Comes That Rainy Day Feeling Again	TRUPCYN128F9311F0F	C_major
Mischa Daniels	All That Mattered (Love You Down)	TRUPECK128F931900B	C_major
Las Ketchup	The Ketchup Song (Aserejé)	TRUPOBC128F4274486	Bb_minor
Juice Newton	Break It To Me Gently	TRUPOVB128F14570CD	E_major
Foreigner	I Want To Know What Love Is (LP Version)	TRUPVJM128F148A16D	Bb_minor
Pegi Young	Wrestle Awhile (Album Version)	TRUPWIX128F4292C18	G_major
Paul McCartney	I Saw Her Standing There	TRUPXWW128F92DDEF5	E_minor
2 Vibez	Love Will Rise Again	TRUPZNH128F92E88F4	G_minor
Siw Malmkvist	Liebeskummer Lohnt Sich Nicht Mein Darling	TRUQCFT128F4245D37	Ab_major
Eminem	Sing For The Moment	TRUQCHZ12903D07422	F_minor
Hank Jones	Introductory Announcement	TRUQCIW128F92D1ACE	B_minor
Obk	Dicen...	TRUQDMX128F426BFDA	G_minor
David Arkenstone	Born Free	TRUQDRV128F4280A25	G_major
Pink Floyd	Time	TRUQEUF128F1478DC7	D_major
Lily Allen	Not Fair (Style Of Eye Remix)	TRUQJPR128F9340958	Bb_major
Rotersand	Merging Oceans (2007 re-work)	TRUQMTN12903CC5724	G_major
Kleerup featuring Titiyo	Longing For Lullabies  (The Shapeshifters Nocturnal Groove) (Feat. Titiyo)	TRUQOFJ128F933D8A1	E_minor
Melanie Thornton	Makin' Oooh Oooh (Talking About Love)	TRUQOLT128F425064B	A_minor
Brazilian Tropical Orchestra	Lady Jane	TRUQPNF128F42A3A4D	A_minor
2 Vibez	Trouble (Junkfood Junkies Radio Edit)	TRUQQJC128F42906FE	C_minor
Mariah Carey	Obsessed	TRUQTED12903CB7445	Ab_major
Steve Miller Band	Jet Airliner (2003 Digital Remaster)	TRUQUTE128F42601C7	C_major
Meryl Streep / Julie Walters / Christine Baranski	Super Trouper	TRUQUUE128F4247F99	C_major
Westlife	Colour My World	TRUQWQQ128F425A98D	F_major
Johnny Carver	Tie A Yellow Ribbon	TRUQYRD128F92E9DEE	F_major
Phil Keaggy	Sketching (Album Version)	TRURAGV128F92E2D31	D_major
Bee Gees	Jive Talkin' [Live - Las Vegas 1997] (Album Version)	TRURANT128F424313E	C_major
Masters At Work	Work	TRURCHG128F427FCF9	E_minor
Hamilton_ Joe Frank & Reynolds	Don't Pull Your Love	TRURDFC12903CAB350	G_major
Blake Shelton	I Drink (Album Version)	TRURFSQ128E0785A02	G_major
Minnie Riperton	Lovin' You	TRURGJC128E0788A68	E_major
Syna	Clarity	TRURGTZ12903CDF928	A_minor
New York Philharmonic;Leonard Bernstein	The Carnival Of The Animals/IV. Tortues	TRURKIQ128F426B30C	F_major
Soul Mekanik	I'll Call U	TRURLOX128F92F7F66	F_major
Robbie Rivera	Float Away (Album Version)	TRURMWJ128F425E7A8	C_major
Ed Bruce	The Bartender (it's all on the jukebox)	TRUROJS128F4283209	E_major
KC & The Sunshine Band	That's The Way (I Like It)	TRURQGZ128EF352BF2	Eb_major
The Hollies	Love Is The Thing	TRURQHL128F14A4F67	D_major
Van Cliburn	Rhapsody in E-Flat_ Op. 119/No. 4	TRURVGQ128F4291DF4	G_minor
Gloria Trevi	Pelo Suelto	TRURWAN128F93345E2	F_major
Harlem Hustlers	Feeling	TRURXFU128F4278F7C	F_major
Sarah McLachlan	Sweet Surrender	TRURZWJ128F42B85A0	F#_minor
Marc Almond	Something's Gotten Hold Of My Heart	TRUSHKX128E07814AA	E_major
Musica & Benessere	Star	TRUSHSF128F42709A3	F_major
Rocca	Marabunta	TRUSJZC12903CAFD68	Bb_major
Enrique Iglesias	Ritmo Total (Rhythm Divine)	TRUSKMK128F427E025	G_major
Electro Mode All Stars	Can You Forgive Her (as made famous by Pet Shop Boys)	TRUSKVA128F9302C74	B_minor
Tina Turner	Don't Leave Me This Way (Recorded Live In London '99)	TRUSNHC128F146F828	G_minor
Alabama	(There's A) Fire In The Night	TRUSOWS128F428B5DA	E_major
Playa Smoove	Ich lebe mein Leben	TRUSPOH128F932D33B	Eb_major
Ritchie Valens	Donna	TRUSRJK128F932D4CF	A_minor
Marion Raven	For You I'll Die (Explicit)	TRUSTUU128F9308A1A	D_minor
Lacy J. Dalton	Hard Times	TRUSUUX128F4269000	D_minor
Philharmonia Orchestra	Concerto in A minor F VII 5 - RV 461: I. Allegro non molto	TRUSVMI128F425CC53	A_minor
Boston	More Than A Feeling	TRUSYHF128F4264FE2	D_major
Green & Yellow	Knockin' On Heaven's Door (From Dias De Trueno)	TRUTDIH128F422B1E9	C#_major
Carla Thomas	You Don't Have To Say You Love Me (LP Version)	TRUTGUW128F423748F	D_major
Keith Sweat	Can We Make Love (LP Version)	TRUTJCI128F92F1B50	C#_major
Eminem	Role Model	TRUTKUU128F1454984	Bb_minor
Ricky Martin	Loaded	TRUTOBC128F4269C40	A_minor
Passion Pit	Let Your Love Grow Tall	TRUTUSD128F92EF9C5	B_minor
Maximilian Hecker	Daze Of Nothing	TRUTVEQ128F9339D74	A_major
Liona Boyd	Air On A G String	TRUTVTZ128F4264801	G_major
The Quireboys	Tears In Heaven	TRUTWUU128F1455778	A_major
Saigon Kick	Sleep (LP Version)	TRUTWVS128F4230E2C	F#_minor
Ace Cannon	You Win Again	TRUTZWN128F9331317	E_major
Prince	1999 (LP Version)	TRUUDBS128EF34456C	C_minor
Jerry Goldsmith	Star Trek: First Contact- End Title	TRUUHCU128F427DAC5	A_minor
Jack Nitzsche	Stranger On The Shore (LP Version)	TRUUJAA128F1473A96	A_minor
Zucchero / Paul Young	Senza Una Donna (Without A Woman)	TRUULJC128E07848E8	D_major
The Challengers	Guitar Tango (Album Version)	TRUUMGX128F4274A42	F#_minor
Tavares	Don't Take Away The Music	TRUUMHO128F1459434	B_major
Jeremy Oates & The Music Makers	Jamming/Punky Reggae Party	TRUUOUW12903CB2961	B_minor
Alejandro Sanz	Cuando Nadie Me Ve	TRUUQTZ128E07869CC	D_major
Edelweiss	Starship (Raumschiff) Edelweiss	TRUUWTP128F934298D	Bb_major
Gabriel Yared	La plage	TRUUWXO128F14AD734	F_major
Doves	Winter Hill (Instrumental)	TRUUXGQ128F92EBE45	G_major
Elf Power	The Demon's Daughter (Album Version)	TRUUYZT128F4289F36	E_minor
Veracocha	Carte Blanche	TRUUZAI128F4250559	Bb_minor
Sean Paul	"I'm Still In Love With You (7 "" Radio Edit)"	TRUUZVP128E07850EE	E_minor
Josh Groban	Smile	TRUVBEG128F92F0B48	F_major
Richard Marx & Donna Lewis	At The Beginning (LP Version)	TRUVCLI12903C9AF36	D#_minor
Leandro and Leonardo	Mais Uma Vez Sozinho ( Marcas De Amor )	TRUVEAX128F931BCD7	G_major
Kitaro	Endless Journey	TRUVEUB12903CDD741	C_major
El Símbolo	Ven A Cumbiar	TRUVFZK128F9340571	E_minor
Sugar Ray	When It's Over (David Kahne Main Album Version)	TRUVHFE128F14972E3	E_major
Abba	Bang-A-Boomerang	TRUVHJU128E078F27C	F_major
The Turtles	It Ain't Me Babe	TRUVMZG128F9337D6B	D_major
Kool & The Gang	Ladies Night	TRUVXLL128F932FACD	Eb_major
S.H.O.K.K.	Renaissance - Mat Silver Sunday Morning Remix	TRUVYQX128F9315430	A_minor
Paul Potts	Music Of The Night	TRUVZER128F425B475	G#_minor
Andy Abraham	Lately	TRUWAEW128F425A9D8	C_minor
Olivia Newton-John	Have You Never Been Mellow	TRUWAUH128F9329702	C_major
Umek vs Ramirez	Hablando	TRUWFXM128F92F9252	B_minor
David Bisbal	The Sun Ain't Gonna Shine Anymore	TRUWGWJ128F92E68EA	B_minor
Jason Donovan	Dream Lover	TRUWHDA128F92E0F55	G_major
Kim Waters	Always And Forever	TRUWLNG128F93092F3	D_major
Duke Taylor and Fausto Bonetti	Imagina	TRUWVHD128F422FC2B	C_major
883	Come Mai	TRUWVRS128F149ED9A	F_major
Juanes	Nada Valgo Sin Tu Amor	TRUWXFD128F9302BEA	C_major
Frankie Avalon	Venus	TRUWYJN12903D021B0	F_major
Gloria Gaynor	I Will Survive (Extended Mix)	TRUWYSS12903CBB562	E_minor
Shakira	Las de la Intuición	TRUXFQO128F92E5895	C_minor
Soft Cell	Tainted Love	TRUXFUI128F147A638	G_minor
Joy Enriquez	Just When I Needed You	TRUXMFC128F4284D53	F#_minor
Stefan Mohr	Für immer zusammen	TRUXPFD128F9310806	A_minor
The Jet Set	Heaven and Mrs Winters	TRUXRDO12903CF9BC9	Eb_major
Damien Rice	Cheers Darlin'	TRUXWBF128E0785B09	C_major
Eddie Money	Ticket To Ride	TRUXXEC128F9327398	A_major
Stan Whitmire	Because You Loved Me	TRUYAVF128F42724B6	Ab_major
Joshua Rifkin	Maple Leaf Rag (2005 Digital Remaster)	TRUYBVR128F4276905	Ab_major
Wanessa	Sonho Meu	TRUYENS128F9341BE0	B_minor
Gene Harris / The Philip Morris Superband	Girl Talk	TRUYEOZ128F9324E85	F_major
Modern Talking	Keep Love Alive	TRUYFPW128F4294674	C#_major
Bruce Rowland	Let Nature Take Its Course	TRUYIOV128F9310BAA	D_major
Ysa Ferrer	Welcome to My Lovarium	TRUYJJU128F9312535	Ab_major
Dixie Chicks	Goodbye Earl	TRUYLQX128F4261D31	C_major
Azuria	Forgive Me	TRUYRCW128F4243090	Bb_major
Bobby Vee	Rubber Ball	TRUYRLF12903C973F3	E_major
Aristocats	Mine Tankar Er Hos Deg	TRUYSXO12903D032ED	A_minor
The Magic Time Travelers	Tears In Heaven	TRUYUJY128F930097F	A_major
Kellys	En skimrande minut	TRUYVFA128F92E207C	G#_minor
Evgeny Kissin	Military March for Piano four-hands_ D 733 No.1	TRUYVFD128F427129A	Db_major
Seventh Day Slumber	Oceans From The Rain	TRUYXMM128F9305F27	B_major
The Four Tops	Just Walk Away_ Renee	TRUYXVG128F92C7019	A_major
Veltto Virtanen	Sellainen kuin sinä	TRUYYAT128F9343506	G_major
Sam & Dave	Hold On_ I'm Coming	TRUYZLI12903CB6DD1	G#_minor
Justin Timberlake	Rock Your Body	TRUZAOX128F9305498	C_major
Dannii	All I Wanna Do (Trouser Enthusiast Mix) (Edit)	TRUZBIH128F4298798	Ab_major
Antonio Orozco	Devuelveme La Vida	TRUZCUQ128F933B04E	A_major
Afroman	Because I Got High	TRUZDBA128F145E9F2	G_major
The Dandy Warhols	We Used To Be Friends	TRUZFOF128F930C6A1	E_major
Eminem	Lose Yourself	TRUZFPI128F931CA46	D_minor
Spice Girls	Wannabe (Instrumental)	TRUZHFD128F429C33B	A_major
Pierangelo Bertoli	Tra me e me	TRUZHPU128F934658F	A_major
Stevie Nicks w/ Tom Petty and the Heartbreakers	Stop Draggin' My Heart Around	TRUZJBO128F930622A	E_minor
No More	Suicide Commando '86 live Oberhausen Old Daddy	TRUZJUT128EF34141E	Eb_major
Amy MacDonald	Mr Rock & Roll	TRUZLTE128F92F4B88	A_major
Beyoncé	Beautiful Liar	TRUZQFK128F425EDC3	G_minor
Shock	E Seara Mea (It's My Night)	TRUZRFL128F42A4A16	B_minor
Elvis Crespo	Tiemblo	TRUZSRO128F9319FD8	C_minor
Solarstone	Late Summer Fields (ft. Alucard)	TRUZVBO128F9365804	Db_major
Dimitri Vegas & Like Mike	Salinas (Cali Culture Mix)	TRUZVGU12903CE55F2	F_minor
Nu Brand Flexxx ft. Jam K	Feel So Good	TRUZVGX128F429D91D	D#_minor
Lange	I Believe (DJ Tandu Mix)	TRUZWCW128F1459E27	B_minor
Ambulance Ltd	Young Urban	TRUZYQY128E0789458	C_major
Yves Murasca feat. Kyra	Saxophobic Satisfaction	TRUZZET128F42AAD1F	D_major
Spectacular! Cast	Things We Do For Love	TRUZZVL128F92F5985	Db_major
Boney M.	Sad Movies	TRVAAVI128F4292D90	F#_major
Classic Man	Here's The Sample	TRVABRX12903CADB76	Eb_major
Toby Keith	Are You Feelin' Me	TRVABZA12903CEF50F	A_minor
Arthur Yoria	Here to Stay	TRVADBB128F9335D81	E_minor
Groove Armada	My Friend	TRVAEDF128F92E53B7	G_minor
Symphonic Rock Project	Lay All Your Love On Me	TRVAEGV128F42A2C7D	F_major
Los Del Rio	Macarena	TRVAHQZ12903CE26DD	G#_minor
Panpipes	ThisMasquerade	TRVAIDJ128F92C54BC	F_minor
Fredericks_ Goldman_ Jones	Vivre Cent Vies (Live)	TRVAJDA128F4278412	E_minor
Britney Spears	Sometimes	TRVAJIT128F92C478B	F_major
Private	Live to Hell	TRVAKNT12903CDE0DD	D_minor
Test Dept	Unforgiven	TRVAMPV128F4273CA5	C_major
Mijares	Uno Entre Mil	TRVANTV128F4264525	F#_minor
Manowar	Defender (LP Version)	TRVAQCC12903CC493C	A_minor
Kurtis Blow	Christmas Rappin'	TRVAQYS128F148C4E5	D_major
Sara Bareilles	Bottle It Up	TRVARTJ128F425AF90	E_minor
R.E.M.	Perfect Circle (2006 Digital Remaster)	TRVARUM128F1484018	F_major
Percy Sledge	I've Been Loving You Too Long	TRVASDG128F92EF73E	E_major
The Cure	A Forest	TRVAUEC128E07890AE	C_major
Uncle Kracker	Drift Away (album version)	TRVAUFK128E078AFC3	B_major
Cleve Francis	Tourist In Paradise	TRVAVLK128F42783DA	A_major
The Ventures	Green Onions	TRVAVPI128F425F0A9	C_minor
Die Roten Rosen	1000 Taler	TRVAXPO128F932C25E	F#_minor
Dave Grusin / Lee Ritenour / Paulinho Costa / Carlos Vega / Jimmy Johnson	Early A.M. Attitude	TRVAYTB128F4263BC3	A_minor
Vanity Project	King & Queen of the City Streets	TRVAZAR128F428DF8D	B_minor
Peabo Bryson;Céline Dion	Beauty And The Beast	TRVAZSY128F4274B65	E_minor
Goldfish	The Real Deal	TRVBACH128F92FBA9C	G_minor
Purple Schulz	Nur Mit Dir	TRVBBAX128F92F91B0	E_major
Paul Anka	Diana	TRVBBYC12903CDFB24	B_minor
Bachman-Turner Overdrive	Let It Ride	TRVBEFW128F42729C8	D_major
Heatwave	The Groove Line	TRVBHEI128F425BEA5	E_minor
Diana Ross	When You Tell Me That You Love Me	TRVBKEJ128F1461DD3	Ab_major
Bob Rivers	PLO & Israeli's (LP Version)	TRVBLWK128F4222E3C	E_major
Faith Hill	I've Got This Friend (Album Version)	TRVBMUL12903CE7480	A_minor
Ana Belén	Derroche (Con 4.40)	TRVBNNV128F42A47F1	E_minor
Eagles	Lyin' Eyes	TRVBTTF12903CD72E4	D_major
Emmylou Harris	Blue Kentucky Girl (Remastered LP Version)	TRVBUEE128E07856F5	C_major
Rene Froger	Just Say Hello!	TRVBYEQ128F4263A8F	Bb_major
The Nolans	Gotta Pull Myself Together	TRVBYGD128F92F3816	E_minor
Tuesdays	Alane	TRVBZVF128F1474E8F	Eb_major
Franco Battiato	Cuccurucucu	TRVCCYS128F427AE49	D_major
Britney Spears	If U Seek Amy	TRVCDFS128F92E8F22	A_minor
Pierangelo Bertoli	Canzoncina	TRVCFOS128E07876C8	B_minor
Chris Rea	Let's Dance	TRVCHAD128F92F68D2	A_minor
The Grass Roots	Midnight Confessions	TRVCHMD12903CDF6E1	G#_minor
Doug Kershaw	Jambalaya (On The Bayou) (Album Verison)	TRVCJRZ128F14745F9	A_major
Tom Petty And The Heartbreakers	The Dark Of the Sun	TRVCJZG128E0791710	G_major
Sting	Moon Over Bourbon Street	TRVCLEX128E0784820	F_minor
Fine Young Cannibals	Johnny Come Home	TRVCLKN128F42660FE	E_minor
Lenny LeBlanc	The God Who Saves (Album Version)	TRVCLZZ12903CA6391	G_major
Pignoise	Sin ti	TRVCMTK128F4277E09	B_minor
Gall_ France	Ein bisschen Goethe_ ein bisschen Bonaparte	TRVCMWF128F4274EA6	Bb_major
Kidz Bop Kids	When I Grow Up	TRVCMYF128F9323179	G_major
Aggro Santos featuring Kimberly Wyatt / Kimberly Wyatt	Candy	TRVCPWP12903CE8615	G_minor
Jamie Walters	The Comfort Of Strangers (LP Version)	TRVCRKY12903CC0A6F	D_major
Java	You're My Oasis	TRVCRMD128F42543FF	D_minor
Pet Shop Boys	Home And Dry (2003 Remaster) (2003 Digital Remaster)	TRVCVQC128F1487081	Db_major
Claudja Barry	I Will Stand - Tony Moran & Warren Rigg Radio Edit	TRVCXFR128F42A69E0	E_major
Etnosphere	And The World Doesn't Know	TRVCYPG128F934443B	D#_minor
Zombie Nation	Kernkraft 400	TRVCZZA128F92F0E08	Bb_minor
Katy Perry	Hot N Cold (Innerpartysystem Main)	TRVDAHO128F92F231E	E_minor
Jahn Teigen	Drøm ditt liv (2009 Digital Remaster)	TRVDBZA12903CC0096	D_major
Dixie Chicks	There's Your Trouble	TRVDFCY128F4261D33	D_major
Siobhan McCarthy / The Dynamos	Super Trouper	TRVDGEA128E0793CDF	C_major
Rockabye Baby!	Unravel	TRVDJBH12903CFDD72	C_major
U96	Love Religion	TRVDKDW128F42A7B67	F_minor
Björn Afzelius	Fienden (Live)	TRVDLZB12903CC4566	D_minor
Jaguares	Fenomeno	TRVDNCS128F93476CC	E_major
Mickie Krause	Zeig Doch Mal Die Möpse (Version 2008)	TRVDOGB128F425CB89	C_major
Cheryl Melody	You Can Do Anything	TRVDRZC128F4253625	A_major
Charley Pride	Someone Loves You Honey	TRVDSAV128F4291D26	F_major
William Orbit	Barber's Adagio (Ferry Corsten Remix)	TRVDSNZ128F42B7146	C_major
Gianni Morandi	La Fisarmonica	TRVDSRJ128F42A67E3	Ab_major
Ray Conniff	Happy Days	TRVDTHT128F92E3893	D_minor
Marmalade	Baby Make It Soon	TRVDVFJ128F93065D9	G_major
Mariano Yanani	One Year Of Love	TRVDWCK128F4269472	D_major
Carla Thomas	Let It Be Me (LP Version)	TRVDYVO128F1480126	G_minor
Sugababes	Denial	TRVEAIB128F424F0EE	E_minor
Studio Apartment	Hope [Extended Version]	TRVEARP128F42829B3	E_major
Pet Shop Boys	It's A Sin (2001 Digital Remaster)	TRVEBWL128F933B4DA	G_minor
Lee Michaels	What Can He Do	TRVEDRS128F42668CA	D_major
Cher	Strong Enough	TRVEDVT128F146E5D4	A_minor
Ultra Flirt	Heaven Is A Place On Earth	TRVEEIG128F426F532	E_major
Sebastien Leger	PYT (High Tek Mix)	TRVEKJF128F422B797	F#_minor
Lea Salonga	Andrew Lloyd Webber Medley	TRVENIZ12903CCEFE8	G_major
Modern Talking	You're My Heart_ You're my Soul	TRVEQCJ128F42916D6	Eb_major
Kelpe	Over	TRVEUWZ128F42684C5	F#_minor
The Ocean Blue	Between Something and Nothing (LP Version)	TRVEWLL128F92FCEDF	G_major
Vanessa Paradis	Marilyn & John	TRVEXWJ12903D112CE	F_minor
Céline Dion	To Love You More	TRVFDBH128F428370C	A_major
The Pop Hit Crew	Always On My Mind	TRVFEKU128F9307677	C_major
Van Halen	Ain't Talkin' 'Bout Love (Remastered Live Version)	TRVFFVR128E07856B5	A_minor
Para Halu	Island of Igy	TRVFGHD12903CB02F0	E_major
Spice Girls	Stop	TRVFIFJ128F429846C	C_major
Bobby Bare	Detroit City	TRVFJFB128F92D4AEE	E_major
Adam Foley	Distortion	TRVFLTC128F9305F2D	E_minor
John Lennon	Grow Old With Me (Anthology Version)	TRVFNGB128F42A20C4	D_major
Bill Wyman's Rhythm Kings	Just For A Thrill	TRVFPXT128F92E89B6	A_minor
Kari Tapio	Me vain ja yö	TRVFQLL128F9342AD6	G_major
The Everly Brothers	Devoted To You	TRVFSPE128F930AA04	E_major
Lichtensteiner feat. Chris Martin	Der letzte Fox (Mallorca 2009-Party-Mix)	TRVFTTV12903CBD9FF	C_major
Vanessa Carlton	A Thousand Miles	TRVFUUZ128F4235AEE	B_major
Scooter	The Logical Song	TRVFVZW128F149961B	F#_minor
Israel Philharmonic Orchestra / Zubin Mehta	Prelude (Sonnenaufgang)	TRVGAWT128F9303FB9	C_major
Hoxton Whores feat. Krysten Cummings	Sunrise	TRVGBAN128F932B7E8	Ab_major
Beyoncé	Beautiful Liar	TRVGFFU128F92EFFFC	G_minor
Jeremy Oates & The Music Makers	Could You Be Loved	TRVGFWA12903CB2975	B_minor
Modern Beat Orchestra	Digital Dreams - HighHats	TRVGGYU128F930A9FA	A_major
Airbase	Medusa	TRVGIOP128F42A975C	C#_minor
Giusy Ferreri	Aria Di Vita	TRVGJFD128F92E2345	D_minor
Amen Corner	Bend Me Shape Me	TRVGKVY12903CBF408	G_major
MxPx	I'm Ok_ You're Ok	TRVGLWU128F14923C1	C_minor
The Vogues	Five O?Clock World	TRVGMAW128F42803EB	B_minor
David Arkenstone	The Way We Were	TRVGPUQ128F4280A37	C#_minor
12 Stones	Fade Away	TRVGQQT128F9366EBC	C_minor
Gigi Finizio	Solo Lei	TRVGXQS128EF358614	C_minor
DMD	Transatlantic Dream (Original Mix)	TRVGXRY128F426A971	A_minor
Change	Angel In My Pocket (LP Version)	TRVGXVG128F14A25F9	Eb_major
Andy Abraham	Lately	TRVHCIU128F425C394	C_minor
Floyd Cramer	For The Good Times	TRVHIAY128F428EA85	D_major
Nik Kershaw	I Won't Let The Sun Go Down On Me	TRVHKOW128F1484D61	E_major
Hubert Kah	Engel 07	TRVHLKH128F4288FA1	E_major
La Bouche	Sweet Dreams	TRVHMAU128F92DDC13	F#_minor
Hepcat	Bobby & Joe	TRVHQES128F4248169	G_major
Indras	Cancion Optimista	TRVHSEJ128F427E766	E_minor
Tal Bachman	She's So High	TRVHVNS128F4262D2F	A_major
Hannah Montana	One In A Million	TRVHWCP128F42963AE	F#_major
Mini Viva	I Wish...	TRVHXTP128F9333474	Eb_major
Oscar G	What You Need feat Tamara Wallace (Tom Stephan Remix)	TRVIBRN12903CE7CEE	D_major
Electric Light Orchestra	Last Train To London	TRVICMJ128F427317E	D_major
Chris Fortier	Baby Wait	TRVIDUX12903CE4E11	C_major
883	1 in +	TRVIEOZ128F149EDA7	F_major
The Hollies	The Air That I Breathe	TRVIHAK128F932A64E	C_major
the feelers	Stand Up [Radio Edit]	TRVIHEU128F93455F2	C_major
Zucchero	X Colpa Di Chi?	TRVIIBN128F148C6F6	A_major
Fabio Concato	Fiore Di Maggio	TRVIKFU128F932EBDE	G_major
Duran Duran	Save A Prayer (2001 Digital Remaster)	TRVIKZB128E0794A2C	C_major
Martyr A.d.	The Last Words Of Any Meaning - I. Diagnosis (Album Version)	TRVILGT128F427629C	A_major
The Veronicas	Untouched [Napack - Dangerous Muse Remix Edit]	TRVILJM128F9303CD1	E_major
Toni Braxton	Yesterday (Album Version)	TRVIMCO12903CD03DB	D_minor
Markus Gardeweg	Hello (Motoboys Main Pass)	TRVIPGH128F4293744	A_minor
Floyd Cramer	Through The Eyes Of Love	TRVIPNE128F92D7C37	F_major
Kate Winslet	What If (Film Version)	TRVIQZG128F14A8854	Db_major
Gloria	Szépség És A Szörny	TRVIRVL128F92E2271	E_minor
DJ Disse	Walk On The Wild side	TRVITJI128F93549C3	C_major
Black Eyed Peas	Don't Lie	TRVITPO128F425C07C	A_major
Kim English	Nitelife (Masters At Work Jazzimix)	TRVITZO128F422B0C6	Eb_major
Yahir	Adios para siempre (Album)	TRVIYCB12903D084D8	F#_minor
Ivan Moravec	F sharp major_ op. 15 n? 2	TRVJCPD128F4237D66	Bb_minor
Kool & The Gang	Joanna	TRVJESH128F931F714	Bb_major
The Voluptuous Horror of Karen Black	I Believe in Halloween	TRVJGFG128F425A377	E_minor
Sonicflood	I Will Exalt The One (Album)	TRVJGHH128F932A6C3	D_major
Les Wampas	Les Bottes Rouges	TRVJGKN128F42A4364	E_minor
Carmen Consoli	Parole Di Burro	TRVJGRS128F93045D6	E_major
Ace Karaoke Productions	Young Forever (In the style of 'Jay Z feat. Mr Hudson') [No Backing Vocals]	TRVJHSM128F92F48D8	F_major
Gene Chandler	Duke of Earl	TRVJINI12903CBCCBD	F_major
Lady GaGa	Paparazzi	TRVJKEQ128F93450C1	Ab_major
Peter Gallagher	Don't Give Up On Me	TRVJKJI128F42AC445	C#_minor
Leila Pinheiro	Vento No Litoral	TRVJNVR128F14729FA	C_major
30 Seconds To Mars	Kings and Queens (Innerpartysystem Remix Main)	TRVJTNA128F934D19D	G_minor
Gambafreaks ft. Nicole	Freedom	TRVJTSZ12903D01440	E_minor
Iris Dement	Our Town (Album Version)	TRVJWTP12903CC4535	B_major
Byron Janis	Waltz in E Minor_ Op. Posth.	TRVJXXV12903CA0791	B_minor
Zucchero	Nel Cosi' Blu	TRVKIOB128EF34374D	D#_minor
Massiel	Déjame	TRVKKBF128F428FA53	F_major
The Drifters	Save The Last Dance For Me (Single/LP Version)	TRVKKRK128F14B0F6E	E_major
Daryl Hall & John Oates	Sara Smile	TRVKLRL128F42AFCFB	D_minor
Synth Pop Future Stars	Da Da Da (as made famous by Trio)	TRVKMVM128F9302E64	E_minor
Lee Michaels	Uummmm My Lady	TRVKPLZ128F426688B	C_major
Cher	It's Not Unusual (1992 Digital Remaster)	TRVKQCC128F145DDC1	G_major
